ID,Straßenname,benannt nach,Geschlecht,Geburtsort,Sterbeort,Beruf,Geburtsjahr,Todesjahr,Wirkungsbereich,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Partei,Sonstiges,lokaler Bezug
1421,Spohrstraße,Louis Spohr,männlich,Braunschweig,Kassel,"Musikpädagoge, Musikwissenschaftler, Geiger, Musiker, Dirigent, Komponist",1784,1859.0,lokal,kulturell,Musiker/Komponist,,,,nein
1492,Salbachstraße,Bernhard Salbach,männlich,Kaliningrad,Dresden,"Wasserbauingenieur, Ingenieur, Architekt",1833,1894.0,lokal,wissenschaftlich,Ingenieur,,,,ja
1380,Jakob-Weinheimer-Straße,Jakob Weinheimer,männlich,Mainz,,Maler,1878,1962.0,lokal,kulturell,Bildender Künstler,,,,nein
1553,Karl-Roth-Straße,Karl Roth,männlich,Mannheim,Darmstadt,"Hochschullehrer, Architekt",1875,1932.0,lokal,kulturell,Architekt,,,,nein
1037,Schillerplatz,Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Militärarzt, Philosoph, Journalist, Hochschullehrer, Dichterarzt, Übersetzer, Historiker, Dramatiker, Bibliothekar, Dichter, Arzt, Schriftsteller",1759,1805.0,lokal,kulturell,Schriftsteller,,,,nein
1472,Pisendelstraße,Johann Georg Pisendel,männlich,Cadolzburg,Dresden,"Geiger, Konzertmeister, Dirigent, Komponist",1687,1755.0,lokal,kulturell,Musiker/Komponist,,,,ja
1433,Maria-Cebotari-Straße,Maria Cebotari,weiblich,Chișinău / Kischinjow,Wien,"Opernsänger, Schauspieler",1910,1949.0,lokal,kulturell,Musiker/Komponist,,,,nein
1173,Schillerstraße,Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Hochschullehrer, Militärarzt, Philosoph, Journalist, Dichterarzt, Übersetzer, Dramatiker, Bibliothekar, Historiker, Dichter, Arzt, Schriftsteller",1759,1805.0,lokal,kulturell,Schriftsteller,,,,nein
1174,Schillerstraße (CB),Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Hochschullehrer, Militärarzt, Philosoph, Journalist, Dichterarzt, Übersetzer, Dramatiker, Bibliothekar, Historiker, Dichter, Arzt, Schriftsteller",1759,1805.0,lokal,kulturell,Schriftsteller,,,,nein
1175,Schillerstraße (LB),Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Hochschullehrer, Militärarzt, Philosoph, Journalist, Dichterarzt, Übersetzer, Dramatiker, Bibliothekar, Historiker, Dichter, Arzt, Schriftsteller",1759,1805.0,lokal,kulturell,Schriftsteller,,,,nein
1226,Schillerplatz (LB),Friedrich Schiller,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Philosoph, Militärarzt, Romancier, Journalist, Dichterarzt, Hochschullehrer, Übersetzer, Historiker, Dramatiker, Bibliothekar, Dichter, Arzt, Schriftsteller",1759,1805.0,lokal,kulturell,Schriftsteller,,,,nein
1529,Putjatinstraße,Nikolai Abramowitsch Putjatin,männlich,Kiew,Dresden,Philosoph,1749,1830.0,lokal,kulturell,Sonstige,,,,ja
3227,Schillerstraße (Trachau),,männlich,Marbach am Neckar,Weimar,"Ästhetiker, Romancier, Militärarzt, Philosoph, Journalist, Hochschullehrer, Dichterarzt, Übersetzer, Historiker, Dramatiker, Bibliothekar, Dichter, Arzt, Schriftsteller",1759,1805.0,lokal,kulturell,Schriftsteller,,,,nein
1198,Hildebrandstraße,Adolf von Hildebrand,männlich,Marburg,München,"Hochschullehrer, Bildhauer, Architekt",1847,1921.0,national,kulturell,Bildender Künstler,,,,nein
971,Mosenstraße,Julius Mosen,männlich,Marieney,Oldenburg,"Dichterjurist, Dramaturg, Dichter, Rechtsanwalt, Schriftsteller",1803,1867.0,lokal,kulturell,Schriftsteller,,,,nein
1522,Silbermannstraße,Gottfried Silbermann,männlich,Kleinbobritzsch,Dresden,"Orgelbauer, Klavier- und Cembalobauer",1683,1753.0,lokal,kulturell,Sonstige,,,,ja
1491,Theodor-Friedrich-Weg,Theodor Friedrich,männlich,Maxen,Dresden,Architekt,1829,1891.0,lokal,kulturell,Architekt,,,,ja
959,Lochnerstraße,Stefan Lochner,männlich,Meersburg,Köln,"Maler, Buchmaler",1410,1451.0,national,kulturell,Bildender Künstler,,,,nein
1499,Georg-Estler-Straße,Georg Estler,männlich,Meißen,Dresden,Maler,1860,1954.0,lokal,kulturell,Bildender Künstler,,,,ja
1733,Rudolf-Bergander-Ring,Rudolf Bergander,männlich,Meißen,Dresden,"Zeichner, Grafiker, Hochschullehrer, Maler, Fotograf",1909,1970.0,lokal,kulturell,Bildender Künstler,,,,ja
1680,Schillingplatz,Johannes Schilling,männlich,Mittweida,Klotzsche,"Hochschullehrer, Bildhauer, Lehrer",1828,1910.0,lokal,kulturell,Bildender Künstler,,,,ja
1738,Schillingstraße,Johannes Schilling,männlich,Mittweida,Klotzsche,"Hochschullehrer, Bildhauer, Lehrer",1828,1910.0,lokal,kulturell,Bildender Künstler,,,,ja
917,Herderstraße,Johann Gottfried Herder,männlich,Morąg,Weimar,"Ästhetiker, Publizist, Literaturwissenschaftler, Philosoph, Literaturkritiker, Theologe, Übersetzer, Dichter, Schriftsteller",1744,1803.0,national,kulturell,Schriftsteller,,,,nein
1035,Eugen-Bracht-Straße,Eugen Bracht,männlich,Morges,Darmstadt,"Hochschullehrer, Maler",1842,1921.0,lokal,kulturell,Bildender Künstler,,,,nein
862,Robert-Blum-Straße,Robert Blum,männlich,Köln,Brigittenau,"Revolutionär, Bibliothekar, Politiker, Schriftsteller",1807,1848.0,regional,politisch,Sonstige,Demokratisch-republikanisch,,,nein
1495,Draesekestraße,Felix Draeseke,männlich,Coburg,Dresden,"Theoretiker, Musikpädagoge, Hochschullehrer, Komponist, Schriftsteller",1835,1913.0,lokal,kulturell,Musiker/Komponist,,,,ja
979,Josef-Herrmann-Straße,Josef Herrmann,männlich,Darmstadt,Hildesheim,Opernsänger,1903,1955.0,lokal,kulturell,Musiker/Komponist,,,,nein
1649,Bernhard-Kretzschmar-Straße,Bernhard Kretzschmar,männlich,Döbeln,Dresden,"Hochschullehrer, Grafiker, Maler, Fotograf",1889,1972.0,lokal,kulturell,Musiker/Komponist,,,,ja
1494,Hauptmannstraße,Moritz Hauptmann,männlich,Dresden,Leipzig,"Musikwissenschaftler, Musiktheoretiker, Chorleiter, Kunsthistoriker, Hochschullehrer, Dirigent, Komponist",1792,1868.0,lokal,kulturell,Musiker/Komponist,,,,ja
901,Alexander-Puschkin-Platz,Alexander Sergejewitsch Puschkin,männlich,Moskau,Sankt Petersburg,"Essayist, Haudegen, Prosaist, Buchsammler, Literaturkritiker, Publizist, Romancier, Librettist, Kinderbuchautor, Dramatiker, Autor, Dramaturg, Übersetzer, Historiker, Dichter, Schriftsteller",1799,1837.0,international,kulturell,Schriftsteller,,,,nein
1256,Dostojewskistraße,Fjodor Michailowitsch Dostojewski,männlich,Moskau,Sankt Petersburg,"Biograf, Kurzgeschichtenautor, Prosaist, Romancier, Publizist, Philosoph, Essayist, Journalist, Übersetzer, Schriftsteller",1821,1881.0,international,kulturell,Schriftsteller,,,,nein
1185,Richard-Riemerschmid-Straße,Richard Riemerschmid,männlich,München,München,"Designer, Hochschullehrer, Maler, Stadtplaner, Fotograf, Architekt",1868,1957.0,national,kulturell,Architekt,,,,nein
1236,Spitzwegstraße,Carl Spitzweg,männlich,München,München,"Maler, Dichter, Schriftsteller",1808,1885.0,national,kulturell,Bildender Künstler,,,,nein
1542,Georg-Wrba-Straße,Georg Wrba,männlich,München,Dresden,Bildhauer,1872,1939.0,lokal,kulturell,Bildender Künstler,,,,ja
912,Christian-Morgenstern-Straße,Christian Morgenstern,männlich,München,Meran,"Anthroposoph, Theosoph, Prosaist, Verlagslektor, Librettist, Journalist, Übersetzer, Dramatiker, Dichter, Schriftsteller",1871,1914.0,national,kulturell,Schriftsteller,,,,nein
1640,Krantzstraße,Eugen Krantz,männlich,Dresden,Gohrisch,"Musiklehrer, Musiker, Pädagoge, Schulleiter, Hochschullehrer, Pianist, Dirigent",1844,1898.0,lokal,kulturell,Musiker/Komponist,,,,ja
1266,Schinkelstraße,Karl Friedrich Schinkel,männlich,Neuruppin,Berlin,"Zeichner, Designer, Möbeldesigner, Grafiker, Hochschullehrer, Maler, Generalunternehmer, Stadtplaner, Architekt",1781,1841.0,national,kulturell,Architekt,,,,nein
1659,Kurt-Böhme-Straße,Kurt Böhme,männlich,Dresden,München,"Opernsänger, Sänger",1908,1989.0,lokal,kulturell,Musiker/Komponist,,,,ja
1669,Rudolf-Kempe-Straße,Rudolf Kempe,männlich,Dresden,Zürich,"Oboist, Dirigent",1910,1976.0,lokal,kulturell,Musiker/Komponist,,,,ja
1709,Johannes-Paul-Thilman-Straße,Johannes Paul Thilman,männlich,Dresden,Dresden,"Hochschullehrer, Komponist",1906,1973.0,lokal,kulturell,Musiker/Komponist,,,,ja
1144,Zeppelinstraße,Ferdinand von Zeppelin,männlich,Konstanz,Berlin,"Flugingenieur, Pilot, Ballonfahrer, Ingenieur, Militär",1838,1917.0,national,ökonomisch,Erfinder,,,,nein
1747,Paul-Büttner-Straße,Paul Büttner,männlich,Dresden,Dresden,"Oboist, Musikwissenschaftler, Musikkritiker, Chorleiter, Dirigent, Komponist",1870,1943.0,lokal,kulturell,Musiker/Komponist,,,,ja
1160,Theodor-Fontane-Straße,Theodor Fontane,männlich,Neuruppin,Berlin,"Theaterkritiker, Librettist, Romancier, Kritiker, Journalist, Kriegsreporter, Übersetzer, Historiker, Apotheker, Dichter, Schriftsteller",1819,1898.0,lokal,kulturell,Schriftsteller,,,,nein
1545,Erna-Berger-Straße (CB),Erna Berger,weiblich,Dresden,Essen,"Opernsänger, Hochschullehrer, Schauspieler",1900,1990.0,lokal,kulturell,Musiker/Komponist,,,,ja
1741,Edmund-Moeller-Weg,Edmund Moeller,männlich,Neustadt bei Coburg,Dresden,Bildhauer,1885,1958.0,lokal,kulturell,Bildender Künstler,,,,ja
1688,Schaumbergerstraße,Heinrich Schaumberger,männlich,Neustadt bei Coburg,Davos,Schriftsteller,1843,1874.0,lokal,kulturell,Schriftsteller,,,,ja
1001,Dr.-Friedrich-Wolf-Straße,Friedrich Wolf,männlich,Neuwied,Lehnitz,"Widerstandskämpfer, Dichterarzt, Dramatiker, Diplomat, Politiker, Arzt, Schriftsteller, Drehbuchautor",1888,1953.0,lokal,kulturell,Schriftsteller,Sozialismus/Kommunismus,SED,,nein
1105,Friedrich-Wolf-Straße,Friedrich Wolf,männlich,Neuwied,Lehnitz,"Widerstandskämpfer, Dichterarzt, Dramatiker, Diplomat, Politiker, Arzt, Schriftsteller, Drehbuchautor",1888,1953.0,lokal,kulturell,Schriftsteller,,SED,,nein
1555,Erna-Berger-Straße,Erna Berger,weiblich,Dresden,Essen,"Hochschullehrer, Opernsänger, Schauspieler",1900,1990.0,lokal,kulturell,Musiker/Komponist,,,,ja
1081,Maxim-Gorki-Straße,Maxim Gorki,männlich,Nischni Nowgorod,,"Romancier, Tagebuchschreiber, Autobiograf, Publizist, Verleger, Journalist, Dramatiker, Dramaturg, Politiker, Dichter, Schriftsteller",1868,1936.0,international,kulturell,Schriftsteller,,,,nein
1565,Buchnerstraße,Paul Buchner,männlich,Nürnberg,Dresden,"Baumeister, Offizier",1531,1607.0,lokal,kulturell,Architekt,,,,ja
1678,Melli-Beese-Straße,Melli Beese,weiblich,Laubegast,Berlin,"Pilot, Künstler",1886,1925.0,lokal,ökonomisch,Sonstige,,,,ja
918,Dürerstraße,Albrecht Dürer,männlich,Nürnberg,Nürnberg,"Exlibriskünstler, Kunsttheoretiker, Zeichner, Druckgrafiker, Kupferstecher, Buchmaler, Maler, Illustrator, Mathematiker",1471,1528.0,national,kulturell,Bildender Künstler,,,,nein
1183,Peter-Vischer-Straße,Peter Vischer der Ältere,männlich,Nürnberg,Nürnberg,"Handwerker, Bildhauer",1455,1529.0,national,kulturell,Bildender Künstler,,,,nein
1261,Dora-Stock-Straße,Dora Stock,weiblich,Nürnberg,Berlin,"Maler, Komponist",1760,1832.0,lokal,kulturell,Bildender Künstler,,,,nein
1076,Hans-Sachs-Straße,Hans Sachs,männlich,Nürnberg,Nürnberg,"Dramatiker, Sänger, Komponist, Dichter, Schriftsteller, Schauspieler",1494,1576.0,national,kulturell,Schriftsteller,,,,nein
1228,Wielandstraße,Christoph Martin Wieland,männlich,Oberholzheim,Weimar,"Hochschullehrer, Dichterjurist, Übersetzer, Dichter, Schriftsteller",1733,1813.0,national,kulturell,Schriftsteller,,,,nein
1155,Andersenstraße,Hans Christian Andersen,männlich,Odense,,"Märchenerzähler, Scherenschnitt-Künstler, Reisender, Autobiograf, Regisseur, Librettist, Romancier, Kinderbuchautor, Journalist, Autor, Dramatiker, Dichter, Schriftsteller",1805,1875.0,lokal,kulturell,Schriftsteller,,,,nein
1723,Hübnerstraße,Julius Hübner,männlich,Oleśnica,Loschwitz,"Kunsthistoriker, Hochschullehrer, Maler, Künstler, Dichter, Lehrer",1806,1882.0,lokal,kulturell,Bildender Künstler,,,,ja
1505,Georg-Nerlich-Straße,Georg Nerlich,männlich,Oppeln,Dresden,"Hochschullehrer, Maler",1892,1982.0,lokal,kulturell,Bildender Künstler,,,,ja
1011,Wallotstraße,Paul Wallot,männlich,Oppenheim,Bad Schwalbach,"Hochschullehrer, Architekt",1841,1912.0,lokal,kulturell,Architekt,,,,nein
1562,Mary-Krebs-Straße,Mary Krebs-Brenning,weiblich,Dresden,Dresden,Pianist,1851,1900.0,lokal,kulturell,Musiker/Komponist,,,,ja
1533,Rayskistraße,Ferdinand von Rayski,männlich,Pegau,Dresden,"Grafiker, Illustrator, Maler",1806,1890.0,lokal,kulturell,Bildender Künstler,,,,ja
1787,Thomaestraße,Johann Benjamin Thomae,männlich,Pesterwitz,Dresden,"Bildhauer, Künstler",1682,1751.0,lokal,kulturell,Bildender Künstler,,,,ja
1274,Tizianstraße,Tizian,männlich,Pieve di Cadore,Venedig,"Zeichner, Bauzeichner, bildender Künstler, Druckgrafiker, Maler",1490,1576.0,international,kulturell,Bildender Künstler,,,,nein
1749,Eva-Schulze-Knabe-Straße,Eva Schulze-Knabe,weiblich,Pirna,Dresden,"Maler, Widerstandskämpfer",1907,1976.0,lokal,kulturell,Bildender Künstler,NS-Widerstand,,,ja
1571,Roßbachstraße,Arwed Roßbach,männlich,Plauen,Leipzig,Architekt,1844,1902.0,lokal,kulturell,Architekt,,,,ja
1587,Hermann-Vogel-Straße,Hermann Vogel,männlich,Plauen,Krebes,"Zeichner, Illustrator",1854,1921.0,lokal,kulturell,Bildender Künstler,,,,ja
1605,Elfride-Trötschel-Straße,Elfride Trötschel,weiblich,Dresden,Berlin,Opernsänger,1913,1958.0,lokal,kulturell,Musiker/Komponist,,,,ja
1801,Liesel-von-Schuch-Straße,Elisabeth von Schuch,weiblich,Dresden,Dresden,Sänger,1891,1990.0,lokal,kulturell,Musiker/Komponist,,,,ja
1132,Bernd-Aldenhoff-Straße,Bernd Aldenhoff,männlich,Duisburg,München,Opernsänger,"1903, 1908",1959.0,lokal,kulturell,Musiker/Komponist,,,,nein
1423,Sebastian-Bach-Straße,Johann Sebastian Bach,männlich,Eisenach,Leipzig,"Musikwissenschaftler, Musikpädagoge, Schullehrer, Cembalist, Geiger, Konzertmeister, Chorleiter, Organist, Virtuose, Dirigent, Komponist",1685,1750.0,lokal,kulturell,Musiker/Komponist,,,,nein
940,Oskar-Kokoschka-Straße,Oskar Kokoschka,männlich,Pöchlarn,Montreux,"Zeichner, Designer, Hochschullehrer, bildender Künstler, Grafiker, Maler, Illustrator, Künstler, Dramatiker, Dichter, Schriftsteller",1886,1980.0,lokal,kulturell,Bildender Künstler,,,,nein
1089,Seumestraße,Johann Gottfried Seume,männlich,Poserna,Teplitz,"Übersetzer, Dichter, Komponist",1763,1810.0,regional,kulturell,Schriftsteller,,,,nein
1559,Robert-Diez-Straße,Robert Diez,männlich,Pößneck,Loschwitz,"Hochschullehrer, Bildhauer",1844,1922.0,lokal,kulturell,Bildender Künstler,,,,ja
867,F.-C.-Weiskopf-Platz,Franz Carl Weiskopf,männlich,Prag,Berlin,"Prosaist, Publizist, Journalist, Übersetzer, Diplomat, Schriftsteller",1900,1955.0,international,kulturell,Schriftsteller,,,,nein
1432,Gluckstraße,Christoph Willibald Gluck,männlich,Erasbach,Wien,"Dirigent, Komponist",1714,1787.0,lokal,kulturell,Musiker/Komponist,,,,nein
1022,Carl-Maria-von-Weber-Straße,Carl Maria von Weber,männlich,Eutin,London,"klassischer Gitarrist, Musikkritiker, Gitarrist, Pianist, Dirigent, Komponist",1786,1826.0,lokal,kulturell,Musiker/Komponist,,,,nein
1210,Weberweg,Carl Maria von Weber,männlich,Eutin,London,"klassischer Gitarrist, Musikkritiker, Gitarrist, Pianist, Dirigent, Komponist",1786,1826.0,lokal,kulturell,Musiker/Komponist,,,,nein
1211,Weberplatz,Carl Maria von Weber,männlich,Eutin,London,"klassischer Gitarrist, Musikkritiker, Gitarrist, Pianist, Dirigent, Komponist",1786,1826.0,lokal,kulturell,Musiker/Komponist,,,,nein
1760,Perronstraße,Karl Perron,männlich,Frankenthal,Dresden,"Sänger, Opernsänger",1858,1928.0,lokal,kulturell,Musiker/Komponist,,,,ja
1624,Marie-Wittich-Straße,Marie Wittich,weiblich,Gießen,Dresden,Opernsänger,"1862, 1868",1931.0,lokal,politisch,Musiker/Komponist,,,,ja
1028,Franz-Werfel-Straße,Franz Werfel,männlich,Prag,Beverly Hills,"Science-Fiction-Schriftsteller, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1890,1945.0,international,kulturell,Schriftsteller,,,,nein
1246,Egon-Erwin-Kisch-Straße,Egon Erwin Kisch,männlich,Prag,Prag,"Journalist, Reporter, Schriftsteller, Schauspieler",1885,1948.0,international,kulturell,Schriftsteller,,,,nein
1589,Rietschelstraße,Ernst Rietschel,männlich,Pulsnitz,Dresden,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861.0,lokal,kulturell,Bildender Künstler,,,,ja
1114,Roßmäßlerstraße,Emil Adolf Roßmäßler,männlich,Leipzig,Leipzig,"Malakologe, Botaniker, Hochschullehrer, Biologe, Zoologe, Politiker, Schriftsteller",1806,1867.0,regional,wissenschaftlich,Naturwissenschaftler,,,,nein
1464,Reichenbachstraße,Ludwig Reichenbach,männlich,Leipzig,Dresden,"Pteridologe, Bryologe, Entomologe, Hochschullehrer, Mykologe, Botaniker, Ornithologe, Zoologe",1793,1879.0,lokal,wissenschaftlich,Naturwissenschaftler,,,,ja
1503,Hülßestraße,Julius Ambrosius Hülße,männlich,Leipzig,Dresden,"Techniker, Hochschullehrer, Mathematiker",1812,1876.0,lokal,wissenschaftlich,Naturwissenschaftler,,,,ja
1727,Rietschelweg,Ernst Rietschel,männlich,Pulsnitz,Dresden,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861.0,lokal,kulturell,Bildender Künstler,,,,ja
1672,Friedrich-Wilhelm-Pohle-Gasse,Friedrich Wilhelm Pohle,männlich,Leisnig,Loschwitz,Schriftsteller,1830,1892.0,lokal,kulturell,Sonstige,,,,ja
1191,Klopstockstraße,Friedrich Gottlieb Klopstock,männlich,Quedlinburg,Hamburg,"Linguist, Hauslehrer, Dramatiker, Dichter, Schriftsteller",1724,1803.0,regional,kulturell,Schriftsteller,,,,nein
1195,Heinrich-Zille-Straße,Heinrich Zille,männlich,Radeburg,Berlin,"Lithograf, Karikaturist, Grafiker, Maler, Illustrator, Grafikdesigner, Drehbuchautor, Fotograf",1858,1929.0,lokal,kulturell,Bildender Künstler,,,,nein
1221,Röntgenstraße,Wilhelm Conrad Röntgen,männlich,Lennep,München,"Forscher, Physiker, Professor, Ingenieur",1845,1923.0,national,wissenschaftlich,Naturwissenschaftler,,,,nein
1122,August-Röckel-Straße,August Röckel,männlich,Graz,Budapest,"Dirigent, Komponist",1814,1876.0,lokal,kulturell,Musiker/Komponist,,,,nein
3196,Amely-Bölte-Straße,Amely Bölte,weiblich,Rehna,Wiesbaden,Schriftsteller,1811,1891.0,lokal,kulturell,Schriftsteller,,,,nein
1115,Pettenkoferstraße,Max von Pettenkofer,männlich,Lichtenau,München,"Hochschullehrer, Hygienefachkraft, Chemiker, Arzt, Apotheker",1818,1901.0,national,wissenschaftlich,Naturwissenschaftler,,,,nein
1182,Schuchstraße,Ernst von Schuch,männlich,Graz,Niederlößnitz,"Theaterleiter, Geiger, Dirigent, Komponist",1846,1914.0,lokal,kulturell,Musiker/Komponist,,,,nein
1404,Scariastraße,Emil Scaria,männlich,Graz,Blasewitz,Opernsänger,"1836, 1838",1886.0,lokal,kulturell,Musiker/Komponist,,,,ja
894,Händelallee,Georg Friedrich Händel,männlich,Halle,Westminster,"Opernkomponist, Cembalist, Impresario, Hochschullehrer, Geiger, Organist, Komponist",1685,1759.0,international,kulturell,Musiker/Komponist,,,,nein
1586,Hauerstraße,Carl Hauer,männlich,Reichenbach (Württemberg),Klotzsche,Bildhauer,1847,1905.0,lokal,kulturell,Bildender Künstler,,,,ja
1558,Kotzschweg,August Kotzsch,männlich,Loschwitz,Loschwitz,Fotograf,1836,1910.0,lokal,kulturell,Sonstige,,,,ja
1101,Johannes-Brahms-Straße,Johannes Brahms,männlich,Hamburg,Wien,"Pianist, Dirigent, Komponist",1833,1897.0,national,kulturell,Musiker/Komponist,,,,nein
884,Schubertstraße,Franz Schubert,männlich,Himmelpfortgrund,Wien,"Pianist, Lehrer, Komponist",1797,1828.0,international,kulturell,Musiker/Komponist,,,,nein
1621,Karl-Gjellerup-Straße,Karl Gjellerup,männlich,Roholte,Klotzsche,"Romancier, Dramatiker, Dichter, Schriftsteller",1857,1919.0,lokal,kulturell,Schriftsteller,,,,ja
974,Chiaverigasse,Gaetano Chiaveri,männlich,Rom,Foligno,"Generalunternehmer, Architekt",1689,1770.0,lokal,kulturell,Architekt,,,,nein
1055,Kügelgenweg,Wilhelm von Kügelgen,männlich,Sankt Petersburg,Ballenstedt,"Schachspieler, Maler, Schriftsteller",1802,1867.0,lokal,kulturell,Schriftsteller,,,,nein
1217,Eichendorffsteig,Joseph von Eichendorff,männlich,Schloss Lubowitz,Neisse / Oberschlesien,"Tagebuchschreiber, Romancier, Dichterjurist, Übersetzer, Dramatiker, Schriftsteller",1788,1857.0,national,kulturell,Schriftsteller,,,,nein
1255,Eichendorffstraße,Joseph von Eichendorff,männlich,Schloss Lubowitz,Neisse / Oberschlesien,"Tagebuchschreiber, Romancier, Dichterjurist, Übersetzer, Dramatiker, Schriftsteller",1788,1857.0,national,kulturell,Schriftsteller,,,,nein
3212,Friedrich-Bouché-Weg,Friedrich Bouché,männlich,Schöneberg,Dresden,Gartenarchitekt,1850,1933.0,lokal,kulturell,Architekt,,,,ja
1234,Lenbachstraße,Franz von Lenbach,männlich,Schrobenhausen,München,"Hochschullehrer, Maler, Fotograf",1836,1904.0,national,kulturell,Bildender Künstler,,,,nein
1090,Rückertstraße,Friedrich Rückert,männlich,Schweinfurt,Neuses,"Orientalist, Hochschullehrer, Dichterjurist, Übersetzer, Dichter, Schriftsteller",1788,1866.0,national,kulturell,Schriftsteller,,,,nein
1387,Martin-Luther-Ring,Martin Luther,männlich,Lutherstadt Eisleben,Lutherstadt Eisleben,"Bibelübersetzer, Kirchenlieddichter, Philosoph, Reformator, Theologe, Schreiber, katholischer Priester, Übersetzer, Prediger, Professor, Pastor, Komponist, Rechtsanwalt, Schriftsteller",1483,1546.0,national,religiös,Sonstige,Reformation,,,nein
1289,Martin-Luther-Straße,Martin Luther,männlich,Lutherstadt Eisleben,Lutherstadt Eisleben,"Bibelübersetzer, Kirchenlieddichter, Philosoph, Theologe, Schreiber, Reformator, Prediger, katholischer Priester, Übersetzer, Pastor, Professor, Komponist, Rechtsanwalt, Schriftsteller",1483,1546.0,national,religiös,Sonstige,"Reformation, evangelisch",,,nein
1290,Martin-Luther-Platz,Martin Luther,männlich,Lutherstadt Eisleben,Lutherstadt Eisleben,"Bibelübersetzer, Kirchenlieddichter, Philosoph, Theologe, Schreiber, Reformator, Prediger, katholischer Priester, Übersetzer, Pastor, Professor, Komponist, Rechtsanwalt, Schriftsteller",1483,1546.0,national,religiös,Sonstige,"Reformation, evangelisch",,,nein
1560,Therese-Malten-Straße,Therese Malten,weiblich,Insterburg,Dresden,Opernsänger,1855,1930.0,lokal,kulturell,Musiker/Komponist,,,,ja
964,Nicodéstraße,Jean Louis Nicodé,männlich,Jeżyce,Langebrück,"Pianist, Dirigent, Komponist",1853,1919.0,lokal,kulturell,Musiker/Komponist,,,,nein
1561,Marie-Hankel-Straße,Marie Hankel,weiblich,Schwerin,Dresden,"Esperantist, Suffragette, Dichter, Schriftsteller",1844,1929.0,lokal,kulturell,Schriftsteller,,,,ja
1054,Korolenkostraße,Wladimir Galaktionowitsch Korolenko,männlich,Schytomyr,Poltawa,"Autobiograf, Publizist, Prosaist, Literaturkritiker, Journalist, Autor, Schriftsteller",1853,1921.0,international,kulturell,Schriftsteller,,,,nein
1610,Fidelio-F.-Finke-Straße,Fidelio F. Finke,männlich,Josefův Důl u Jablonce nad Nisou,Dresden,"Musikpädagoge, Hochschullehrer, Komponist",1891,1968.0,lokal,kulturell,Musiker/Komponist,,,,ja
1137,Joseph-Keilberth-Straße,Joseph Keilberth,männlich,Karlsruhe,München,"Dirigent, Musikdirektor",1908,1968.0,lokal,kulturell,Musiker/Komponist,,,,nein
1179,Rubensweg,Peter Paul Rubens,männlich,Siegen,Antwerpen,"Bauzeichner, Druckgrafiker, bildender Künstler, Grafiker, Bildhauer, Maler, Diplomat",1577,1640.0,lokal,kulturell,Bildender Künstler,,,,nein
1263,Guerickestraße,Otto von Guericke,männlich,Magdeburg,Hamburg,"Instrumentenbauer, Erfinder, Physiker, Jurist, Ingenieur, Politiker, Wissenschaftler",1602,1686.0,regional,wissenschaftlich,Naturwissenschaftler,,,,nein
1594,Franz-Curti-Straße,Franz Curti,männlich,Kassel,Dresden,"Opernkomponist, Geiger, Organist, Pianist, Komponist, Zahnarzt",1854,1898.0,lokal,kulturell,Musiker/Komponist,,,,ja
1017,Gutenbergstraße,Johannes Gutenberg,männlich,Mainz,Mainz,"Typograf, Grobschmied, Münzmeister, Graveur, Goldschmied, Erfinder, Ingenieur",1400,1468.0,national,kulturell,Erfinder,,,,nein
1705,Julius-Otto-Straße,Ernst Julius Otto,männlich,Königstein,Dresden,Komponist,1804,1877.0,lokal,kulturell,Musiker/Komponist,,,,ja
942,Voßstraße,Johann Heinrich Voß,männlich,Sommerstorf,Heidelberg,"Hochschullehrer, Altertumswissenschaftler, Übersetzer, Dichter, Schriftsteller",1751,1826.0,national,kulturell,Schriftsteller,,,,nein
1662,Heinz-Bongartz-Straße,Heinz Bongartz,männlich,Krefeld,Dresden,"Musikpädagoge, Chorleiter, Politiker, Dirigent, Komponist",1894,1978.0,lokal,kulturell,Musiker/Komponist,,,,ja
1098,Harry-Dember-Straße,Harry Dember,männlich,Mansfeld,New Brunswick,"Hochschullehrer, Physiker",1882,1943.0,lokal,wissenschaftlich,Naturwissenschaftler,,,,nein
1702,Otto-Pilz-Straße,Otto Pilz,männlich,Sonneberg,Dresden,Bildhauer,1876,1934.0,lokal,kulturell,Bildender Künstler,,,,ja
890,Schenkendorfstraße,Max von Schenkendorf,männlich,Sowetsk,Koblenz,"Songschreiber, Dichterjurist, Dichter, Schriftsteller",1783,1817.0,national,kulturell,Schriftsteller,Monarchie,,,nein
1235,Feuerbachstraße,Anselm Feuerbach,männlich,Speyer,Venedig,"Zeichner, bildender Künstler, Hochschullehrer, Maler",1829,1880.0,national,kulturell,Bildender Künstler,,,,nein
