ID,Straßenname,benannt nach [WD],Geschlecht,Geburtsort,Sterbeort,Beruf [WD],Geburtsjahr,Todesjahr,Wirkungsbereich,Tätigkeitsfeld,Tätigkeitsfeld II,Verbindung,Partei,Sonstiges
1680,Schillingplatz,Johannes Schilling,männlich,Mittweida,Klotzsche,"Hochschullehrer, Bildhauer, Lehrer",1828,1910,lokal,kulturell,Bildender Künstler,,,
1738,Schillingstraße,Johannes Schilling,männlich,Mittweida,Klotzsche,"Hochschullehrer, Bildhauer, Lehrer",1828,1910,lokal,kulturell,Bildender Künstler,,,
917,Herderstraße,Johann Gottfried Herder,männlich,Morąg,Weimar,"Ästhetiker, Publizist, Literaturwissenschaftler, Philosoph, Literaturkritiker, Theologe, Übersetzer, Dichter, Schriftsteller",1744,1803,national,kulturell,Schriftsteller,,,
1035,Eugen-Bracht-Straße,Eugen Bracht,männlich,Morges,Darmstadt,"Hochschullehrer, Maler",1842,1921,lokal,kulturell,Bildender Künstler,,,
862,Robert-Blum-Straße,Robert Blum,männlich,Köln,Brigittenau,"Revolutionär, Bibliothekar, Politiker, Schriftsteller",1807,1848,regional,politisch,Sonstige,Demokratisch-republikanisch,,
1495,Draesekestraße,Felix Draeseke,männlich,Coburg,Dresden,"Theoretiker, Musikpädagoge, Hochschullehrer, Komponist, Schriftsteller",1835,1913,lokal,kulturell,Musiker/Komponist,,,
979,Josef-Herrmann-Straße,Josef Herrmann,männlich,Darmstadt,Hildesheim,Opernsänger,1903,1955,lokal,kulturell,Musiker/Komponist,,,
1649,Bernhard-Kretzschmar-Straße,Bernhard Kretzschmar,männlich,Döbeln,Dresden,"Hochschullehrer, Grafiker, Maler, Fotograf",1889,1972,lokal,kulturell,Musiker/Komponist,,,
1494,Hauptmannstraße,Moritz Hauptmann,männlich,Dresden,Leipzig,"Musikwissenschaftler, Musiktheoretiker, Chorleiter, Kunsthistoriker, Hochschullehrer, Dirigent, Komponist",1792,1868,lokal,kulturell,Musiker/Komponist,,,
901,Alexander-Puschkin-Platz,Alexander Sergejewitsch Puschkin,männlich,Moskau,Sankt Petersburg,"Essayist, Haudegen, Prosaist, Buchsammler, Literaturkritiker, Publizist, Romancier, Librettist, Kinderbuchautor, Dramatiker, Autor, Dramaturg, Übersetzer, Historiker, Dichter, Schriftsteller",1799,1837,international,kulturell,Schriftsteller,,,
1256,Dostojewskistraße,Fjodor Michailowitsch Dostojewski,männlich,Moskau,Sankt Petersburg,"Biograf, Kurzgeschichtenautor, Prosaist, Romancier, Publizist, Philosoph, Essayist, Journalist, Übersetzer, Schriftsteller",1821,1881,international,kulturell,Schriftsteller,,,
1185,Richard-Riemerschmid-Straße,Richard Riemerschmid,männlich,München,München,"Designer, Hochschullehrer, Maler, Stadtplaner, Fotograf, Architekt",1868,1957,national,kulturell,Architekt,,,
1236,Spitzwegstraße,Carl Spitzweg,männlich,München,München,"Maler, Dichter, Schriftsteller",1808,1885,national,kulturell,Bildender Künstler,,,
1542,Georg-Wrba-Straße,Georg Wrba,männlich,München,Dresden,Bildhauer,1872,1939,lokal,kulturell,Bildender Künstler,,,
912,Christian-Morgenstern-Straße,Christian Morgenstern,männlich,München,Meran,"Anthroposoph, Theosoph, Prosaist, Verlagslektor, Librettist, Journalist, Übersetzer, Dramatiker, Dichter, Schriftsteller",1871,1914,national,kulturell,Schriftsteller,,,
1640,Krantzstraße,Eugen Krantz,männlich,Dresden,Gohrisch,"Musiklehrer, Musiker, Pädagoge, Schulleiter, Hochschullehrer, Pianist, Dirigent",1844,1898,lokal,kulturell,Musiker/Komponist,,,
1266,Schinkelstraße,Karl Friedrich Schinkel,männlich,Neuruppin,Berlin,"Zeichner, Designer, Möbeldesigner, Grafiker, Hochschullehrer, Maler, Generalunternehmer, Stadtplaner, Architekt",1781,1841,national,kulturell,Architekt,,,
1659,Kurt-Böhme-Straße,Kurt Böhme,männlich,Dresden,München,"Opernsänger, Sänger",1908,1989,lokal,kulturell,Musiker/Komponist,,,
1669,Rudolf-Kempe-Straße,Rudolf Kempe,männlich,Dresden,Zürich,"Oboist, Dirigent",1910,1976,lokal,kulturell,Musiker/Komponist,,,
1709,Johannes-Paul-Thilman-Straße,Johannes Paul Thilman,männlich,Dresden,Dresden,"Hochschullehrer, Komponist",1906,1973,lokal,kulturell,Musiker/Komponist,,,
1144,Zeppelinstraße,Ferdinand von Zeppelin,männlich,Konstanz,Berlin,"Flugingenieur, Pilot, Ballonfahrer, Ingenieur, Militär",1838,1917,national,ökonomisch,Erfinder,,,
1747,Paul-Büttner-Straße,Paul Büttner,männlich,Dresden,Dresden,"Oboist, Musikwissenschaftler, Musikkritiker, Chorleiter, Dirigent, Komponist",1870,1943,lokal,kulturell,Musiker/Komponist,,,
1160,Theodor-Fontane-Straße,Theodor Fontane,männlich,Neuruppin,Berlin,"Theaterkritiker, Librettist, Romancier, Kritiker, Journalist, Kriegsreporter, Übersetzer, Historiker, Apotheker, Dichter, Schriftsteller",1819,1898,lokal,kulturell,Schriftsteller,,,
1545,Erna-Berger-Straße (CB),Erna Berger,weiblich,Dresden,Essen,"Opernsänger, Hochschullehrer, Schauspieler",1900,1990,lokal,kulturell,Musiker/Komponist,,,
1741,Edmund-Moeller-Weg,Edmund Moeller,männlich,Neustadt bei Coburg,Dresden,Bildhauer,1885,1958,lokal,kulturell,Bildender Künstler,,,
1688,Schaumbergerstraße,Heinrich Schaumberger,männlich,Neustadt bei Coburg,Davos,Schriftsteller,1843,1874,lokal,kulturell,Schriftsteller,,,
1001,Dr.-Friedrich-Wolf-Straße,Friedrich Wolf,männlich,Neuwied,Lehnitz,"Widerstandskämpfer, Dichterarzt, Dramatiker, Diplomat, Politiker, Arzt, Schriftsteller, Drehbuchautor",1888,1953,lokal,kulturell,Schriftsteller,Sozialismus/Kommunismus,SED,
1105,Friedrich-Wolf-Straße,Friedrich Wolf,männlich,Neuwied,Lehnitz,"Widerstandskämpfer, Dichterarzt, Dramatiker, Diplomat, Politiker, Arzt, Schriftsteller, Drehbuchautor",1888,1953,lokal,kulturell,Schriftsteller,,SED,
1555,Erna-Berger-Straße,Erna Berger,weiblich,Dresden,Essen,"Hochschullehrer, Opernsänger, Schauspieler",1900,1990,lokal,kulturell,Musiker/Komponist,,,
1081,Maxim-Gorki-Straße,Maxim Gorki,männlich,Nischni Nowgorod,,"Romancier, Tagebuchschreiber, Autobiograf, Publizist, Verleger, Journalist, Dramatiker, Dramaturg, Politiker, Dichter, Schriftsteller",1868,1936,international,kulturell,Schriftsteller,,,
1565,Buchnerstraße,Paul Buchner,männlich,Nürnberg,Dresden,"Baumeister, Offizier",1531,1607,lokal,kulturell,Architekt,,,
1678,Melli-Beese-Straße,Melli Beese,weiblich,Laubegast,Berlin,"Pilot, Künstler",1886,1925,lokal,ökonomisch,Sonstige,,,
918,Dürerstraße,Albrecht Dürer,männlich,Nürnberg,Nürnberg,"Exlibriskünstler, Kunsttheoretiker, Zeichner, Druckgrafiker, Kupferstecher, Buchmaler, Maler, Illustrator, Mathematiker",1471,1528,national,kulturell,Bildender Künstler,,,
1183,Peter-Vischer-Straße,Peter Vischer der Ältere,männlich,Nürnberg,Nürnberg,"Handwerker, Bildhauer",1455,1529,national,kulturell,Bildender Künstler,,,
1261,Dora-Stock-Straße,Dora Stock,weiblich,Nürnberg,Berlin,"Maler, Komponist",1760,1832,lokal,kulturell,Bildender Künstler,,,
1076,Hans-Sachs-Straße,Hans Sachs,männlich,Nürnberg,Nürnberg,"Dramatiker, Sänger, Komponist, Dichter, Schriftsteller, Schauspieler",1494,1576,national,kulturell,Schriftsteller,,,
1228,Wielandstraße,Christoph Martin Wieland,männlich,Oberholzheim,Weimar,"Hochschullehrer, Dichterjurist, Übersetzer, Dichter, Schriftsteller",1733,1813,national,kulturell,Schriftsteller,,,
1155,Andersenstraße,Hans Christian Andersen,männlich,Odense,,"Märchenerzähler, Scherenschnitt-Künstler, Reisender, Autobiograf, Regisseur, Librettist, Romancier, Kinderbuchautor, Journalist, Autor, Dramatiker, Dichter, Schriftsteller",1805,1875,lokal,kulturell,Schriftsteller,,,
1723,Hübnerstraße,Julius Hübner,männlich,Oleśnica,Loschwitz,"Kunsthistoriker, Hochschullehrer, Maler, Künstler, Dichter, Lehrer",1806,1882,lokal,kulturell,Bildender Künstler,,,
1505,Georg-Nerlich-Straße,Georg Nerlich,männlich,Oppeln,Dresden,"Hochschullehrer, Maler",1892,1982,lokal,kulturell,Bildender Künstler,,,
1011,Wallotstraße,Paul Wallot,männlich,Oppenheim,Bad Schwalbach,"Hochschullehrer, Architekt",1841,1912,lokal,kulturell,Architekt,,,
1562,Mary-Krebs-Straße,Mary Krebs-Brenning,weiblich,Dresden,Dresden,Pianist,1851,1900,lokal,kulturell,Musiker/Komponist,,,
1533,Rayskistraße,Ferdinand von Rayski,männlich,Pegau,Dresden,"Grafiker, Illustrator, Maler",1806,1890,lokal,kulturell,Bildender Künstler,,,
1787,Thomaestraße,Johann Benjamin Thomae,männlich,Pesterwitz,Dresden,"Bildhauer, Künstler",1682,1751,lokal,kulturell,Bildender Künstler,,,
1274,Tizianstraße,Tizian,männlich,Pieve di Cadore,Venedig,"Zeichner, Bauzeichner, bildender Künstler, Druckgrafiker, Maler",1490,1576,international,kulturell,Bildender Künstler,,,
1749,Eva-Schulze-Knabe-Straße,Eva Schulze-Knabe,weiblich,Pirna,Dresden,"Maler, Widerstandskämpfer",1907,1976,lokal,kulturell,Bildender Künstler,NS-Widerstand,,
1571,Roßbachstraße,Arwed Roßbach,männlich,Plauen,Leipzig,Architekt,1844,1902,lokal,kulturell,Architekt,,,
1587,Hermann-Vogel-Straße,Hermann Vogel,männlich,Plauen,Krebes,"Zeichner, Illustrator",1854,1921,lokal,kulturell,Bildender Künstler,,,
1605,Elfride-Trötschel-Straße,Elfride Trötschel,weiblich,Dresden,Berlin,Opernsänger,1913,1958,lokal,kulturell,Musiker/Komponist,,,
1801,Liesel-von-Schuch-Straße,Elisabeth von Schuch,weiblich,Dresden,Dresden,Sänger,1891,1990,lokal,kulturell,Musiker/Komponist,,,
1132,Bernd-Aldenhoff-Straße,Bernd Aldenhoff,männlich,Duisburg,München,Opernsänger,"1903, 1908",1959,lokal,kulturell,Musiker/Komponist,,,
1423,Sebastian-Bach-Straße,Johann Sebastian Bach,männlich,Eisenach,Leipzig,"Musikwissenschaftler, Musikpädagoge, Schullehrer, Cembalist, Geiger, Konzertmeister, Chorleiter, Organist, Virtuose, Dirigent, Komponist",1685,1750,lokal,kulturell,Musiker/Komponist,,,
940,Oskar-Kokoschka-Straße,Oskar Kokoschka,männlich,Pöchlarn,Montreux,"Zeichner, Designer, Hochschullehrer, bildender Künstler, Grafiker, Maler, Illustrator, Künstler, Dramatiker, Dichter, Schriftsteller",1886,1980,lokal,kulturell,Bildender Künstler,,,
1089,Seumestraße,Johann Gottfried Seume,männlich,Poserna,Teplitz,"Übersetzer, Dichter, Komponist",1763,1810,regional,kulturell,Schriftsteller,,,
1559,Robert-Diez-Straße,Robert Diez,männlich,Pößneck,Loschwitz,"Hochschullehrer, Bildhauer",1844,1922,lokal,kulturell,Bildender Künstler,,,
867,F.-C.-Weiskopf-Platz,Franz Carl Weiskopf,männlich,Prag,Berlin,"Prosaist, Publizist, Journalist, Übersetzer, Diplomat, Schriftsteller",1900,1955,international,kulturell,Schriftsteller,,,
1432,Gluckstraße,Christoph Willibald Gluck,männlich,Erasbach,Wien,"Dirigent, Komponist",1714,1787,lokal,kulturell,Musiker/Komponist,,,
1022,Carl-Maria-von-Weber-Straße,Carl Maria von Weber,männlich,Eutin,London,"klassischer Gitarrist, Musikkritiker, Gitarrist, Pianist, Dirigent, Komponist",1786,1826,lokal,kulturell,Musiker/Komponist,,,
1210,Weberweg,Carl Maria von Weber,männlich,Eutin,London,"klassischer Gitarrist, Musikkritiker, Gitarrist, Pianist, Dirigent, Komponist",1786,1826,lokal,kulturell,Musiker/Komponist,,,
1211,Weberplatz,Carl Maria von Weber,männlich,Eutin,London,"klassischer Gitarrist, Musikkritiker, Gitarrist, Pianist, Dirigent, Komponist",1786,1826,lokal,kulturell,Musiker/Komponist,,,
1760,Perronstraße,Karl Perron,männlich,Frankenthal,Dresden,"Sänger, Opernsänger",1858,1928,lokal,kulturell,Musiker/Komponist,,,
1624,Marie-Wittich-Straße,Marie Wittich,weiblich,Gießen,Dresden,Opernsänger,"1862, 1868",1931,lokal,politisch,Musiker/Komponist,,,
1028,Franz-Werfel-Straße,Franz Werfel,männlich,Prag,Beverly Hills,"Science-Fiction-Schriftsteller, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1890,1945,international,kulturell,Schriftsteller,,,
1246,Egon-Erwin-Kisch-Straße,Egon Erwin Kisch,männlich,Prag,Prag,"Journalist, Reporter, Schriftsteller, Schauspieler",1885,1948,international,kulturell,Schriftsteller,,,
1589,Rietschelstraße,Ernst Rietschel,männlich,Pulsnitz,Dresden,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861,lokal,kulturell,Bildender Künstler,,,
1114,Roßmäßlerstraße,Emil Adolf Roßmäßler,männlich,Leipzig,Leipzig,"Malakologe, Botaniker, Hochschullehrer, Biologe, Zoologe, Politiker, Schriftsteller",1806,1867,regional,wissenschaftlich,Naturwissenschaftler,,,
1464,Reichenbachstraße,Ludwig Reichenbach,männlich,Leipzig,Dresden,"Pteridologe, Bryologe, Entomologe, Hochschullehrer, Mykologe, Botaniker, Ornithologe, Zoologe",1793,1879,lokal,wissenschaftlich,Naturwissenschaftler,,,
1503,Hülßestraße,Julius Ambrosius Hülße,männlich,Leipzig,Dresden,"Techniker, Hochschullehrer, Mathematiker",1812,1876,lokal,wissenschaftlich,Naturwissenschaftler,,,
1727,Rietschelweg,Ernst Rietschel,männlich,Pulsnitz,Dresden,"bildender Künstler, Hochschullehrer, Bildhauer",1804,1861,lokal,kulturell,Bildender Künstler,,,
1672,Friedrich-Wilhelm-Pohle-Gasse,Friedrich Wilhelm Pohle,männlich,Leisnig,Loschwitz,Schriftsteller,1830,1892,lokal,kulturell,Sonstige,,,
1191,Klopstockstraße,Friedrich Gottlieb Klopstock,männlich,Quedlinburg,Hamburg,"Linguist, Hauslehrer, Dramatiker, Dichter, Schriftsteller",1724,1803,regional,kulturell,Schriftsteller,,,
1195,Heinrich-Zille-Straße,Heinrich Zille,männlich,Radeburg,Berlin,"Lithograf, Karikaturist, Grafiker, Maler, Illustrator, Grafikdesigner, Drehbuchautor, Fotograf",1858,1929,lokal,kulturell,Bildender Künstler,,,
1221,Röntgenstraße,Wilhelm Conrad Röntgen,männlich,Lennep,München,"Forscher, Physiker, Professor, Ingenieur",1845,1923,national,wissenschaftlich,Naturwissenschaftler,,,
1122,August-Röckel-Straße,August Röckel,männlich,Graz,Budapest,"Dirigent, Komponist",1814,1876,lokal,kulturell,Musiker/Komponist,,,
3196,Amely-Bölte-Straße,Amely Bölte,weiblich,Rehna,Wiesbaden,Schriftsteller,1811,1891,lokal,kulturell,Schriftsteller,,,
1115,Pettenkoferstraße,Max von Pettenkofer,männlich,Lichtenau,München,"Hochschullehrer, Hygienefachkraft, Chemiker, Arzt, Apotheker",1818,1901,national,wissenschaftlich,Naturwissenschaftler,,,
1182,Schuchstraße,Ernst von Schuch,männlich,Graz,Niederlößnitz,"Theaterleiter, Geiger, Dirigent, Komponist",1846,1914,lokal,kulturell,Musiker/Komponist,,,
1404,Scariastraße,Emil Scaria,männlich,Graz,Blasewitz,Opernsänger,"1836, 1838",1886,lokal,kulturell,Musiker/Komponist,,,
894,Händelallee,Georg Friedrich Händel,männlich,Halle,Westminster,"Opernkomponist, Cembalist, Impresario, Hochschullehrer, Geiger, Organist, Komponist",1685,1759,international,kulturell,Musiker/Komponist,,,
1586,Hauerstraße,Carl Hauer,männlich,Reichenbach (Württemberg),Klotzsche,Bildhauer,1847,1905,lokal,kulturell,Bildender Künstler,,,
1558,Kotzschweg,August Kotzsch,männlich,Loschwitz,Loschwitz,Fotograf,1836,1910,lokal,kulturell,Sonstige,,,
1101,Johannes-Brahms-Straße,Johannes Brahms,männlich,Hamburg,Wien,"Pianist, Dirigent, Komponist",1833,1897,national,kulturell,Musiker/Komponist,,,
884,Schubertstraße,Franz Schubert,männlich,Himmelpfortgrund,Wien,"Pianist, Lehrer, Komponist",1797,1828,international,kulturell,Musiker/Komponist,,,
1621,Karl-Gjellerup-Straße,Karl Gjellerup,männlich,Roholte,Klotzsche,"Romancier, Dramatiker, Dichter, Schriftsteller",1857,1919,lokal,kulturell,Schriftsteller,,,
974,Chiaverigasse,Gaetano Chiaveri,männlich,Rom,Foligno,"Generalunternehmer, Architekt",1689,1770,lokal,kulturell,Architekt,,,
1055,Kügelgenweg,Wilhelm von Kügelgen,männlich,Sankt Petersburg,Ballenstedt,"Schachspieler, Maler, Schriftsteller",1802,1867,lokal,kulturell,Schriftsteller,,,
1217,Eichendorffsteig,Joseph von Eichendorff,männlich,Schloss Lubowitz,Neisse / Oberschlesien,"Tagebuchschreiber, Romancier, Dichterjurist, Übersetzer, Dramatiker, Schriftsteller",1788,1857,national,kulturell,Schriftsteller,,,
1255,Eichendorffstraße,Joseph von Eichendorff,männlich,Schloss Lubowitz,Neisse / Oberschlesien,"Tagebuchschreiber, Romancier, Dichterjurist, Übersetzer, Dramatiker, Schriftsteller",1788,1857,national,kulturell,Schriftsteller,,,
3212,Friedrich-Bouché-Weg,Friedrich Bouché,männlich,Schöneberg,Dresden,Gartenarchitekt,1850,1933,lokal,kulturell,Architekt,,,
1234,Lenbachstraße,Franz von Lenbach,männlich,Schrobenhausen,München,"Hochschullehrer, Maler, Fotograf",1836,1904,national,kulturell,Bildender Künstler,,,
1090,Rückertstraße,Friedrich Rückert,männlich,Schweinfurt,Neuses,"Orientalist, Hochschullehrer, Dichterjurist, Übersetzer, Dichter, Schriftsteller",1788,1866,national,kulturell,Schriftsteller,,,
1387,Martin-Luther-Ring,Martin Luther,männlich,Lutherstadt Eisleben,Lutherstadt Eisleben,"Bibelübersetzer, Kirchenlieddichter, Philosoph, Reformator, Theologe, Schreiber, katholischer Priester, Übersetzer, Prediger, Professor, Pastor, Komponist, Rechtsanwalt, Schriftsteller",1483,1546,national,religiös,Sonstige,Reformation,,
1289,Martin-Luther-Straße,Martin Luther,männlich,Lutherstadt Eisleben,Lutherstadt Eisleben,"Bibelübersetzer, Kirchenlieddichter, Philosoph, Theologe, Schreiber, Reformator, Prediger, katholischer Priester, Übersetzer, Pastor, Professor, Komponist, Rechtsanwalt, Schriftsteller",1483,1546,national,religiös,Sonstige,"Reformation, evangelisch",,
1290,Martin-Luther-Platz,Martin Luther,männlich,Lutherstadt Eisleben,Lutherstadt Eisleben,"Bibelübersetzer, Kirchenlieddichter, Philosoph, Theologe, Schreiber, Reformator, Prediger, katholischer Priester, Übersetzer, Pastor, Professor, Komponist, Rechtsanwalt, Schriftsteller",1483,1546,national,religiös,Sonstige,"Reformation, evangelisch",,
1560,Therese-Malten-Straße,Therese Malten,weiblich,Insterburg,Dresden,Opernsänger,1855,1930,lokal,kulturell,Musiker/Komponist,,,
964,Nicodéstraße,Jean Louis Nicodé,männlich,Jeżyce,Langebrück,"Pianist, Dirigent, Komponist",1853,1919,lokal,kulturell,Musiker/Komponist,,,
1561,Marie-Hankel-Straße,Marie Hankel,weiblich,Schwerin,Dresden,"Esperantist, Suffragette, Dichter, Schriftsteller",1844,1929,lokal,kulturell,Schriftsteller,,,
1054,Korolenkostraße,Wladimir Galaktionowitsch Korolenko,männlich,Schytomyr,Poltawa,"Autobiograf, Publizist, Prosaist, Literaturkritiker, Journalist, Autor, Schriftsteller",1853,1921,international,kulturell,Schriftsteller,,,
1610,Fidelio-F.-Finke-Straße,Fidelio F. Finke,männlich,Josefův Důl u Jablonce nad Nisou,Dresden,"Musikpädagoge, Hochschullehrer, Komponist",1891,1968,lokal,kulturell,Musiker/Komponist,,,
1137,Joseph-Keilberth-Straße,Joseph Keilberth,männlich,Karlsruhe,München,"Dirigent, Musikdirektor",1908,1968,lokal,kulturell,Musiker/Komponist,,,
1179,Rubensweg,Peter Paul Rubens,männlich,Siegen,Antwerpen,"Bauzeichner, Druckgrafiker, bildender Künstler, Grafiker, Bildhauer, Maler, Diplomat",1577,1640,lokal,kulturell,Bildender Künstler,,,
1263,Guerickestraße,Otto von Guericke,männlich,Magdeburg,Hamburg,"Instrumentenbauer, Erfinder, Physiker, Jurist, Ingenieur, Politiker, Wissenschaftler",1602,1686,regional,wissenschaftlich,Naturwissenschaftler,,,
1594,Franz-Curti-Straße,Franz Curti,männlich,Kassel,Dresden,"Opernkomponist, Geiger, Organist, Pianist, Komponist, Zahnarzt",1854,1898,lokal,kulturell,Musiker/Komponist,,,
1017,Gutenbergstraße,Johannes Gutenberg,männlich,Mainz,Mainz,"Typograf, Grobschmied, Münzmeister, Graveur, Goldschmied, Erfinder, Ingenieur",1400,1468,national,kulturell,Erfinder,,,
1705,Julius-Otto-Straße,Ernst Julius Otto,männlich,Königstein,Dresden,Komponist,1804,1877,lokal,kulturell,Musiker/Komponist,,,
942,Voßstraße,Johann Heinrich Voß,männlich,Sommerstorf,Heidelberg,"Hochschullehrer, Altertumswissenschaftler, Übersetzer, Dichter, Schriftsteller",1751,1826,national,kulturell,Schriftsteller,,,
1662,Heinz-Bongartz-Straße,Heinz Bongartz,männlich,Krefeld,Dresden,"Musikpädagoge, Chorleiter, Politiker, Dirigent, Komponist",1894,1978,lokal,kulturell,Musiker/Komponist,,,
1098,Harry-Dember-Straße,Harry Dember,männlich,Mansfeld,New Brunswick,"Hochschullehrer, Physiker",1882,1943,lokal,wissenschaftlich,Naturwissenschaftler,,,
1702,Otto-Pilz-Straße,Otto Pilz,männlich,Sonneberg,Dresden,Bildhauer,1876,1934,lokal,kulturell,Bildender Künstler,,,
890,Schenkendorfstraße,Max von Schenkendorf,männlich,Sowetsk,Koblenz,"Songschreiber, Dichterjurist, Dichter, Schriftsteller",1783,1817,national,kulturell,Schriftsteller,Monarchie,,
1235,Feuerbachstraße,Anselm Feuerbach,männlich,Speyer,Venedig,"Zeichner, bildender Künstler, Hochschullehrer, Maler",1829,1880,national,kulturell,Bildender Künstler,,,
1199,Zinggstraße,Adrian Zingg,männlich,St. Gallen,Leipzig,"Zeichner, Grafiker, Hochschullehrer, Maler",1734,1816,international,kulturell,Bildender Künstler,,,
932,Fritz-Reuter-Straße,Fritz Reuter,männlich,Stavenhagen,Eisenach,"Romancier, Zeichner, Dichterjurist, Maler, Dichter, Schriftsteller",1810,1874,regional,kulturell,Schriftsteller,,,plattdeutsch
1208,William-Shakespeare-Straße,William Shakespeare,männlich,Stratford-upon-Avon,Stratford-upon-Avon,Dramatiker,1564,1616,international,kulturell,Schriftsteller,,,
1102,Gustav-Schwab-Straße,Gustav Schwab,männlich,Stuttgart,Stuttgart,"Mythograph, Gymnasiallehrer, Journalist, Pastor, Dichter, Schriftsteller",1792,1850,national,kulturell,Schriftsteller,evangelisch,,
1061,Herweghstraße,Georg Herwegh,männlich,Stuttgart,Lichtental,"Übersetzer, Dichter, Schriftsteller",1817,1875,national,kulturell,Schriftsteller,"Sozialismus/Kommunismus, Vormärz",,
929,Richard-Wagner-Straße,Richard Wagner,männlich,Leipzig,Venedig,"Tagebuchschreiber, Librettist, Autobiograf, Essayist, Bühnenregisseur, Musikkritiker, Pianist, Dirigent, Dichter, Komponist, Schriftsteller",1813,1883,lokal,kulturell,Musiker/Komponist,,,
1034,Hauffstraße,Wilhelm Hauff,männlich,Stuttgart,Stuttgart,"Märchensammler, Kinderbuchautor, Kurzgeschichtenautor, Liedtexter, Dichter, Schriftsteller",1802,1827,national,kulturell,Schriftsteller,,,
928,Gerhart-Hauptmann-Straße,Gerhart Hauptmann,männlich,Szczawno-Zdrój,Jagniątków,"Romancier, Autobiograf, Liedtexter, Dramatiker, Dichter, Drehbuchautor, Schriftsteller",1862,1946,lokal,kulturell,Schriftsteller,,,
1660,Herbert-Collum-Straße,Herbert Collum,männlich,Leipzig,Dresden,"Hochschullehrer, Komponist",1914,1982,lokal,kulturell,Musiker/Komponist,,,
1207,Gerhart-Hauptmann-Straße (LB),Gerhart Hauptmann,männlich,Szczawno-Zdrój,Jagniątków,"Autobiograf, Romancier, Liedtexter, Dramatiker, Dichter, Schriftsteller, Drehbuchautor",1862,1946,lokal,kulturell,Schriftsteller,,,
904,Nicolaistraße,Hermann Nicolai,männlich,Torgau,Podmokly,"Hochschullehrer, Architekt",1811,1881,lokal,kulturell,Architekt,,,
1504,Permoserstraße,Balthasar Permoser,männlich,Traunstein,Dresden,Bildhauer,1651,1732,lokal,kulturell,Bildender Künstler,,,
1241,Clara-Viebig-Straße,Clara Viebig,weiblich,Trier,Berlin,"Journalist, Dramatiker, Schriftsteller",1860,1952,national,kulturell,Schriftsteller,,,
1752,Rudolf-Zwintscher-Straße,Rudolf Zwintscher,männlich,Leipzig,Dresden,"Musikpädagoge, Pianist, Komponist",1871,1946,lokal,kulturell,Musiker/Komponist,,,
1281,Klarastraße,Clara Schumann,weiblich,Leipzig,Frankfurt am Main,"Musikpädagoge, Pianist, Komponist",1819,1896,lokal,kulturell,Musiker/Komponist,,,
1523,Heinz-Lohmar-Weg,Heinz Lohmar,männlich,Troisdorf,Dresden,"Zeichner, Grafiker, Hochschullehrer, Maler",1900,1976,lokal,kulturell,Bildender Künstler,,,
1152,Bedrich-Smetana-Straße,Bedřich Smetana,männlich,Litomyšl,Prag,"Musikpädagoge, Pädagoge, Musiker, Pianist, Dirigent, Lehrer, Komponist",1824,1884,international,kulturell,Musiker/Komponist,,,
1000,Besselplatz,Friedrich Wilhelm Bessel,männlich,Minden,Königsberg,"Hochschullehrer, Vermesser, Mathematiker, Physiker, Astronom",1784,1846,national,wissenschaftlich,Naturwissenschaftler,,,
1637,Dreyßigplatz,Anton Dreyssig,männlich,Litvínov,Dresden,Dirigent,1774,1815,lokal,kulturell,Musiker/Komponist,,,
1425,Otto-Dix-Ring,Otto Dix,männlich,Untermhaus,Singen (Hohentwiel),"Lithograf, Druckgrafiker, Zeichner, Hochschullehrer, Bildhauer, Maler, Esperantist",1891,1969,lokal,kulturell,Bildender Künstler,,,
1229,Rohlfsstraße,Gerhard Rohlfs,männlich,Vegesack,Rüngsdorf,"Fremdenlegionär, Forschungsreisender, Militärarzt, Reiseschriftsteller, Botaniker, Geograph, Kriegsfreiwilliger, Agent",1831,1896,national,kulturell,Schriftsteller,Afrika,,
1636,Zelenkastraße,Jan Dismas Zelenka,männlich,Louňovice pod Blaníkem,Dresden,"Kontrabassist, Dirigent, Komponist",1679,1745,lokal,kulturell,Musiker/Komponist,,,
946,Ludwig-Kossuth-Straße,Lajos Kossuth,männlich,Monok,Turin,"Journalist, Wirtschaftswissenschaftler, Politiker, Rechtsanwalt",1802,1894,international,politisch,Sonstige,National-Liberalismus,,ungarischer Revolutionär
1726,Lili-Elbe-Straße,Lili Elbe,trans* Frau,Vejle,Dresden,Maler,1882,1931,lokal,kulturell,Bildender Künstler,,,
1426,Canalettostraße,Bernardo Bellotto,männlich,Venedig,Warschau,"Zeichner, Druckgrafiker, Maler, Graveur",1722,1780,lokal,kulturell,Bildender Künstler,,,
900,Carrierastraße,Rosalba Carriera,weiblich,Venedig,Venedig,"Zeichner, Bauzeichner, bildender Künstler, Maler, Künstler",1675,1757,international,kulturell,Bildender Künstler,,,
1879,Pabststraße,Julius Pabst,männlich,Viehhof,Dresden,"Literaturhistoriker, Dramaturg, Dramatiker, Schriftsteller",1817,1881,lokal,kulturell,Schriftsteller,,,
1694,Rabenerstraße,Gottlieb Wilhelm Rabener,männlich,Wachau,Dresden,"Dichterjurist, Dramatiker, Schriftsteller",1714,1771,lokal,kulturell,Schriftsteller,Aufklärung,,
